title,cat,valeur
blindtest c’est l’été!,period,0
blindtest c’est l’été!,person,0
blindtest c’est l’été!,top,0
bon mood🤌,artist,0
bon mood🤌,context,0
bon mood🤌,event,0
bon mood🤌,genre,0
bon mood🤌,moment,0
bon mood🤌,mood,1
bon mood🤌,period,0
bon mood🤌,person,0
bon mood🤌,top,0
bonjour,artist,0
bonjour,event,0
bonjour,genre,0
bonjour,moment,0
bonjour,mood,0
bonjour,period,0
bonjour,person,0
bonjour,top,0
c. CLARA 💖💖,artist,0
c. CLARA 💖💖,context,0
c. CLARA 💖💖,event,0
c. CLARA 💖💖,genre,0
c. CLARA 💖💖,moment,0
c. CLARA 💖💖,mood,0
c. CLARA 💖💖,period,0
c. CLARA 💖💖,person,1
c. CLARA 💖💖,top,0
cOcOvid 19,artist,0
cOcOvid 19,context,0
cOcOvid 19,genre,0
cOcOvid 19,mood,0
cOcOvid 19,period,0
cOcOvid 19,person,0
cOcOvid 19,top,0
caba et jj,artist,1
caba et jj,context,0
caba et jj,genre,0
caba et jj,moment,0
caba et jj,mood,0
caba et jj,period,0
caba et jj,top,0
caliente,artist,0
caliente,context,0
caliente,event,0
caliente,genre,0
caliente,moment,0
caliente,mood,1
caliente,period,0
caliente,person,0
caliente,top,0
chanson d été,artist,0
chanson d été,event,0
chanson d été,genre,0
chanson d été,moment,0
chanson d été,period,0
chanson d été,person,0
chanson d été,top,0
chanson française Aurélie,artist,0
chanson française Aurélie,context,0
chanson française Aurélie,event,0
chanson française Aurélie,moment,0
chanson française Aurélie,mood,0
chanson française Aurélie,period,0
chanson française Aurélie,person,1
chanson française Aurélie,top,0
chansons à faire au ukulele,artist,0
chansons à faire au ukulele,event,0
chansons à faire au ukulele,genre,0
chansons à faire au ukulele,moment,0
chansons à faire au ukulele,mood,0
chansons à faire au ukulele,period,0
chansons à faire au ukulele,person,0
chansons à faire au ukulele,top,0
chants corses,artist,0
chants corses,context,0
chants corses,event,0
chants corses,genre,1
chants corses,moment,0
chants corses,mood,0
chants corses,period,0
chants corses,person,0
chants corses,top,0
chill and hot night,artist,0
chill and hot night,event,0
chill and hot night,genre,0
chill and hot night,moment,0
chill and hot night,mood,1
chill and hot night,period,0
chill and hot night,person,0
chill and hot night,top,0
chill max,artist,0
chill max,context,0
chill max,event,0
chill max,genre,0
chill max,moment,0
chill max,mood,1
chill max,period,0
chill max,person,0
chill max,top,0
chill rap study,artist,0
chill rap study,context,1
chill rap study,event,0
chill rap study,genre,1
chill rap study,moment,0
chill rap study,period,0
chill rap study,person,0
chill rap study,top,0
cho 2014,artist,0
cho 2014,context,0
cho 2014,event,0
cho 2014,genre,0
cho 2014,moment,1
cho 2014,mood,0
cho 2014,period,0
cho 2014,person,0
cho 2014,top,0
clare maguire,artist,1
clare maguire,context,0
clare maguire,event,0
clare maguire,genre,0
clare maguire,moment,0
clare maguire,mood,0
clare maguire,period,0
clare maguire,person,0
clare maguire,top,0
classique Mozart,artist,1
classique Mozart,context,0
classique Mozart,event,0
classique Mozart,genre,1
classique Mozart,moment,0
classique Mozart,mood,0
classique Mozart,period,0
classique Mozart,person,0
classique Mozart,top,0
classique alice,artist,0
classique alice,context,0
classique alice,event,0
classique alice,genre,1
classique alice,moment,0
classique alice,mood,0
classique alice,period,0
classique alice,person,1
classique alice,top,0
clement,artist,0
clement,context,0
clement,event,0
clement,genre,0
clement,moment,0
clement,mood,0
clement,period,0
clement,person,1
clement,top,0
clio,artist,0
clio,context,1
clio,event,0
clio,genre,0
clio,moment,0
clio,mood,0
clio,period,0
clio,person,0
clio,top,0
comme ca,artist,0
comme ca,context,0
comme ca,event,0
comme ca,genre,0
comme ca,moment,0
comme ca,mood,0
comme ca,period,0
comme ca,person,0
comme ca,top,0
compil tranquille du dimanche,artist,0
compil tranquille du dimanche,context,1
compil tranquille du dimanche,event,0
compil tranquille du dimanche,genre,0
compil tranquille du dimanche,moment,0
compil tranquille du dimanche,period,0
compil tranquille du dimanche,person,0
compil tranquille du dimanche,top,0
cool love,artist,0
cool love,context,0
cool love,event,0
cool love,moment,0
cool love,mood,1
cool love,period,0
cool love,person,0
cool love,top,0
coralie,artist,0
coralie,context,0
coralie,event,0
coralie,genre,0
coralie,moment,0
coralie,mood,0
coralie,period,0
coralie,person,1
coralie,top,0
coule,artist,0
coule,context,0
coule,event,0
coule,genre,0
coule,moment,0
coule,period,0
coule,person,0
coule,top,0
coup de coeur 2020,artist,0
coup de coeur 2020,context,0
coup de coeur 2020,event,0
coup de coeur 2020,genre,0
coup de coeur 2020,moment,1
coup de coeur 2020,mood,0
coup de coeur 2020,period,0
coup de coeur 2020,person,0
coup de coeur 2020,top,1
coups de cœur 2,artist,0
coups de cœur 2,context,0
coups de cœur 2,event,0
coups de cœur 2,genre,0
coups de cœur 2,moment,0
coups de cœur 2,mood,0
coups de cœur 2,period,0
coups de cœur 2,person,0
coups de cœur 2,top,1
coups de cœurs  2021 2022,artist,0
coups de cœurs  2021 2022,context,0
coups de cœurs  2021 2022,event,0
coups de cœurs  2021 2022,genre,0
coups de cœurs  2021 2022,moment,1
coups de cœurs  2021 2022,mood,0
coups de cœurs  2021 2022,period,0
coups de cœurs  2021 2022,person,0
coups de cœurs  2021 2022,top,1
crème,artist,0
crème,context,0
crème,event,0
crème,genre,0
crème,moment,0
crème,mood,0
crème,period,0
crème,person,0
crème,top,1
cypress,artist,1
cypress,context,0
cypress,event,0
cypress,genre,0
cypress,moment,0
cypress,mood,0
cypress,period,0
cypress,person,0
cypress,top,0
da3m0ns: ange noir / FK UR SINS,context,0
da3m0ns: ange noir / FK UR SINS,event,0
da3m0ns: ange noir / FK UR SINS,genre,0
da3m0ns: ange noir / FK UR SINS,moment,0
da3m0ns: ange noir / FK UR SINS,mood,1
da3m0ns: ange noir / FK UR SINS,period,0
da3m0ns: ange noir / FK UR SINS,person,0
da3m0ns: ange noir / FK UR SINS,top,0
dad,artist,0
dad,context,0
dad,event,0
dad,genre,0
dad,moment,0
dad,mood,0
dad,period,0
dad,top,0
daily september 21,artist,0
daily september 21,genre,0
daily september 21,moment,1
daily september 21,mood,0
daily september 21,period,0
daily september 21,person,0
daily september 21,top,0
damso🖖🏾,artist,1
damso🖖🏾,context,0
damso🖖🏾,event,0
damso🖖🏾,genre,0
damso🖖🏾,moment,0
damso🖖🏾,mood,0
damso🖖🏾,period,0
damso🖖🏾,person,0
damso🖖🏾,top,0
dancehall ragga,artist,0
dancehall ragga,context,0
dancehall ragga,event,0
dancehall ragga,genre,1
dancehall ragga,moment,0
dancehall ragga,mood,0
dancehall ragga,period,0
dancehall ragga,person,0
dancehall ragga,top,0
dancing enfants,artist,0
dancing enfants,event,0
dancing enfants,moment,0
dancing enfants,mood,0
dancing enfants,period,0
dancing enfants,top,0
danse 20,artist,0
danse 20,event,0
danse 20,moment,0
danse 20,mood,0
danse 20,period,0
danse 20,person,0
danse 20,top,0
death metal,artist,0
death metal,context,0
death metal,event,0
death metal,genre,1
death metal,moment,0
death metal,mood,0
death metal,period,0
death metal,person,0
death metal,top,0
delecte d la feuille,artist,0
delecte d la feuille,context,0
delecte d la feuille,event,0
delecte d la feuille,genre,0
delecte d la feuille,moment,0
delecte d la feuille,period,0
delecte d la feuille,person,0
dessin,artist,0
dessin,context,1
dessin,event,0
dessin,genre,0
dessin,moment,0
dessin,mood,0
dessin,period,0
dessin,person,0
dessin,top,0
digne,artist,0
digne,context,0
digne,event,0
digne,genre,0
digne,moment,0
digne,period,0
digne,person,0
digne,top,0
dimanche 10 avril 2022,artist,0
dimanche 10 avril 2022,context,0
dimanche 10 avril 2022,event,1
dimanche 10 avril 2022,genre,0
dimanche 10 avril 2022,moment,0
dimanche 10 avril 2022,mood,0
dimanche 10 avril 2022,period,0
dimanche 10 avril 2022,person,0
dimanche 10 avril 2022,top,0
disco dance 1,artist,0
disco dance 1,event,0
disco dance 1,genre,1
disco dance 1,moment,0
disco dance 1,mood,0
disco dance 1,period,0
disco dance 1,person,0
disco dance 1,top,0
djubaka,artist,1
djubaka,context,0
djubaka,event,0
djubaka,genre,0
djubaka,moment,0
djubaka,mood,0
djubaka,period,0
djubaka,person,0
djubaka,top,0
dodo 100 % 🛌,artist,0
dodo 100 % 🛌,context,1
dodo 100 % 🛌,event,0
dodo 100 % 🛌,genre,0
dodo 100 % 🛌,moment,0
dodo 100 % 🛌,mood,0
dodo 100 % 🛌,period,0
dodo 100 % 🛌,person,0
dodo 100 % 🛌,top,0
douce,artist,0
douce,context,0
douce,event,0
douce,genre,0
douce,moment,0
douce,mood,1
douce,period,0
douce,person,0
douce,top,0
découverte 2019,artist,0
découverte 2019,context,0
découverte 2019,event,0
découverte 2019,genre,0
découverte 2019,moment,1
découverte 2019,mood,0
découverte 2019,period,0
découverte 2019,person,0
découverte 2019,top,0
découverte et autres,artist,0
découverte et autres,context,0
découverte et autres,event,0
découverte et autres,genre,0
découverte et autres,moment,0
découverte et autres,mood,0
découverte et autres,period,0
découverte et autres,person,0
eddy mitchel,artist,1
eddy mitchel,context,0
eddy mitchel,event,0
eddy mitchel,genre,0
eddy mitchel,moment,0
eddy mitchel,mood,0
eddy mitchel,period,0
eddy mitchel,person,0
eddy mitchel,top,0
elle mon fait du bien,artist,0
elle mon fait du bien,context,0
elle mon fait du bien,event,0
elle mon fait du bien,genre,0
elle mon fait du bien,moment,0
elle mon fait du bien,mood,1
elle mon fait du bien,period,0
elle mon fait du bien,person,0
elle mon fait du bien,top,0
enemy,context,0
enemy,event,0
enemy,genre,0
enemy,moment,0
enemy,mood,0
enemy,period,0
enemy,person,0
enemy,top,0
espagne sound,artist,0
espagne sound,context,0
espagne sound,event,0
espagne sound,genre,1
espagne sound,moment,0
espagne sound,mood,0
espagne sound,period,0
espagne sound,person,0
espagne sound,top,0
espagnol,artist,0
espagnol,context,0
espagnol,event,0
espagnol,genre,1
espagnol,moment,0
espagnol,mood,0
espagnol,period,0
espagnol,person,0
espagnol,top,0
faramondo,artist,1
faramondo,context,0
faramondo,event,0
faramondo,genre,0
faramondo,moment,0
faramondo,mood,0
faramondo,period,0
faramondo,person,0
faramondo,top,0
festayre,artist,0
festayre,context,0
festayre,genre,0
festayre,moment,0
festayre,mood,0
festayre,period,0
festayre,person,0
festayre,top,0
feur,context,0
feur,event,0
feur,genre,0
feur,moment,0
feur,mood,0
feur,period,0
feur,person,0
feur,top,0
fevrier2019,artist,0
fevrier2019,context,0
fevrier2019,event,0
fevrier2019,genre,0
fevrier2019,moment,1
fevrier2019,mood,0
fevrier2019,period,0
fevrier2019,person,0
fevrier2019,top,0
films/animé,artist,0
films/animé,context,0
films/animé,event,0
films/animé,genre,1
films/animé,moment,0
films/animé,mood,0
films/animé,period,0
films/animé,person,0
films/animé,top,0
flow BB,artist,0
flow BB,context,0
flow BB,event,0
flow BB,genre,0
flow BB,moment,0
flow BB,period,0
flow BB,top,0
flower power 2020,artist,0
flower power 2020,context,0
flower power 2020,event,0
flower power 2020,genre,1
flower power 2020,mood,0
flower power 2020,period,0
flower power 2020,person,0
flower power 2020,top,0
fnsnw,artist,0
fnsnw,context,0
fnsnw,event,0
fnsnw,genre,0
fnsnw,moment,0
fnsnw,mood,0
fnsnw,period,0
fnsnw,person,0
fnsnw,top,0
fond musical,artist,0
fond musical,context,1
fond musical,event,0
fond musical,genre,0
fond musical,moment,0
fond musical,mood,0
fond musical,period,0
fond musical,person,0
fond musical,top,0
footing Mali,artist,0
footing Mali,context,1
footing Mali,event,0
footing Mali,mood,0
footing Mali,period,0
footing Mali,person,0
footing Mali,top,0
fortnite,artist,0
fortnite,context,1
fortnite,event,0
fortnite,genre,0
fortnite,moment,0
fortnite,mood,0
fortnite,period,0
fortnite,person,0
fortnite,top,0
fête cool,artist,0
fête cool,context,1
fête cool,event,0
fête cool,genre,0
fête cool,moment,0
fête cool,period,0
fête cool,person,0
fête cool,top,0
goa,artist,0
goa,context,0
goa,moment,0
goa,mood,0
goa,period,0
goa,person,0
goa,top,0
gonna be a big man someday,context,0
gonna be a big man someday,event,0
gonna be a big man someday,genre,0
gonna be a big man someday,moment,0
gonna be a big man someday,period,0
gonna be a big man someday,person,0
gonna be a big man someday,top,0
good musics are always welcome,artist,0
good musics are always welcome,context,0
good musics are always welcome,event,0
good musics are always welcome,genre,0
good musics are always welcome,moment,0
good musics are always welcome,mood,0
good musics are always welcome,period,0
good musics are always welcome,person,0
good musics are always welcome,top,1
gore music,artist,0
gore music,context,0
gore music,event,0
gore music,genre,1
gore music,moment,0
gore music,mood,0
gore music,period,0
gore music,person,0
gore music,top,0
guitare loulou,artist,0
guitare loulou,event,0
guitare loulou,moment,0
guitare loulou,mood,0
guitare loulou,period,0
guitare loulou,top,0
gun's n roses 🌹,artist,1
gun's n roses 🌹,context,0
gun's n roses 🌹,event,0
gun's n roses 🌹,genre,0
gun's n roses 🌹,moment,0
gun's n roses 🌹,mood,0
gun's n roses 🌹,period,0
gun's n roses 🌹,person,0
gun's n roses 🌹,top,0
génération hit machine 80/2010,artist,0
génération hit machine 80/2010,context,0
génération hit machine 80/2010,event,0
génération hit machine 80/2010,moment,0
génération hit machine 80/2010,mood,0
génération hit machine 80/2010,period,1
génération hit machine 80/2010,person,0
génération hit machine 80/2010,top,0
géo,artist,0
géo,context,0
géo,event,0
géo,genre,0
géo,moment,0
géo,mood,0
géo,period,0
géo,person,0
géo,top,0
happy day,artist,0
happy day,event,0
happy day,genre,0
happy day,moment,0
happy day,mood,1
happy day,period,0
happy day,person,0
happy day,top,0
hors ligne Aurélien,artist,0
hors ligne Aurélien,event,0
hors ligne Aurélien,genre,0
hors ligne Aurélien,moment,0
hors ligne Aurélien,mood,0
hors ligne Aurélien,period,0
hors ligne Aurélien,top,0
ian,context,0
ian,event,0
ian,genre,0
ian,moment,0
ian,mood,0
ian,period,0
ian,top,0
inconnus,artist,0
inconnus,context,0
inconnus,event,0
inconnus,genre,0
inconnus,moment,0
inconnus,mood,0
inconnus,period,0
inconnus,person,0
inconnus,top,0
indispensable mariage,artist,0
indispensable mariage,genre,0
indispensable mariage,moment,0
indispensable mariage,mood,0
indispensable mariage,period,0
indispensable mariage,person,0
inigo montoya,context,0
inigo montoya,event,0
inigo montoya,genre,0
inigo montoya,moment,0
inigo montoya,mood,0
inigo montoya,period,0
inigo montoya,person,0
inigo montoya,top,0
internationnal,artist,0
internationnal,context,0
internationnal,event,0
internationnal,genre,1
internationnal,moment,0
internationnal,mood,0
internationnal,period,0
internationnal,person,0
internationnal,top,0
italienne resto,artist,0
italienne resto,context,1
italienne resto,moment,0
italienne resto,mood,0
italienne resto,period,0
italienne resto,person,0
italienne resto,top,0
james morrison,artist,1
james morrison,context,0
james morrison,event,0
james morrison,genre,0
james morrison,moment,0
james morrison,mood,0
james morrison,period,0
james morrison,person,0
james morrison,top,0
jazzy cool,artist,0
jazzy cool,context,0
jazzy cool,event,0
jazzy cool,genre,1
jazzy cool,moment,0
jazzy cool,mood,1
jazzy cool,period,0
jazzy cool,person,0
jazzy cool,top,0
jeu nvl an,artist,0
jeu nvl an,context,0
jeu nvl an,event,1
jeu nvl an,genre,0
jeu nvl an,moment,0
jeu nvl an,mood,0
jeu nvl an,period,0
jeu nvl an,person,0
jeu nvl an,top,0
juin 2023,artist,0
juin 2023,context,0
juin 2023,event,0
juin 2023,genre,0
juin 2023,moment,1
juin 2023,mood,0
juin 2023,period,0
juin 2023,person,0
juin 2023,top,0
jvends,context,0
jvends,event,0
jvends,genre,0
jvends,moment,0
jvends,mood,0
jvends,period,0
jvends,person,0
jvends,top,0
kikirock,artist,0
kikirock,context,0
kikirock,event,0
kikirock,genre,1
kikirock,moment,0
kikirock,mood,0
kikirock,period,0
kikirock,top,0
koba,artist,1
koba,context,0
koba,event,0
koba,genre,0
koba,moment,0
koba,mood,0
koba,period,0
koba,person,0
koba,top,0
krap,artist,0
krap,context,0
krap,event,0
krap,moment,0
krap,mood,0
krap,period,0
krap,person,0
krap,top,0
laserdance,context,0
laserdance,event,0
laserdance,moment,0
laserdance,mood,0
laserdance,period,0
laserdance,person,0
laserdance,top,0
latino douceur,artist,0
latino douceur,context,0
latino douceur,event,0
latino douceur,genre,1
latino douceur,moment,0
latino douceur,mood,1
latino douceur,period,0
latino douceur,person,0
latino douceur,top,0
lectur4,artist,0
lectur4,event,0
lectur4,genre,0
lectur4,moment,0
lectur4,mood,0
lectur4,period,0
lectur4,person,0
lectur4,top,0
les best,artist,0
les best,context,0
les best,event,0
les best,genre,0
les best,moment,0
les best,mood,0
les best,period,0
les best,person,0
lia's songs,context,0
lia's songs,event,0
lia's songs,genre,0
lia's songs,moment,0
lia's songs,mood,0
lia's songs,period,0
lia's songs,top,0
like a hobo,context,0
like a hobo,event,0
like a hobo,genre,0
like a hobo,moment,0
like a hobo,mood,0
like a hobo,period,0
like a hobo,person,0
like a hobo,top,0
lilip,artist,0
lilip,context,0
lilip,event,0
lilip,genre,0
lilip,moment,0
lilip,mood,0
lilip,period,0
lilip,top,0
lorie,artist,1
lorie,context,0
lorie,event,0
lorie,genre,0
lorie,moment,0
lorie,mood,0
lorie,period,0
lorie,top,0
love songs Zaz,artist,1
love songs Zaz,context,0
love songs Zaz,event,0
love songs Zaz,moment,0
love songs Zaz,mood,0
love songs Zaz,period,0
love songs Zaz,person,0
love songs Zaz,top,0
lucas 2022,artist,0
lucas 2022,context,0
lucas 2022,event,0
lucas 2022,genre,0
lucas 2022,moment,1
lucas 2022,mood,0
lucas 2022,period,0
lucas 2022,person,1
lucas 2022,top,0
lujipeka,artist,1
lujipeka,context,0
lujipeka,event,0
lujipeka,genre,0
lujipeka,moment,0
lujipeka,mood,0
lujipeka,period,0
lujipeka,person,0
lujipeka,top,0
m'y playlist,artist,0
m'y playlist,context,0
m'y playlist,event,0
m'y playlist,genre,0
m'y playlist,moment,0
m'y playlist,mood,0
m'y playlist,period,0
m'y playlist,person,0
ma dernière préférée,artist,0
ma dernière préférée,context,0
ma dernière préférée,event,0
ma dernière préférée,genre,0
ma dernière préférée,moment,0
ma dernière préférée,mood,0
ma dernière préférée,period,0
ma dernière préférée,person,0
ma dernière préférée,top,1
mai 2021,artist,0
mai 2021,context,0
mai 2021,event,0
mai 2021,genre,0
mai 2021,moment,1
mai 2021,mood,0
mai 2021,period,0
mai 2021,person,0
mai 2021,top,0
main character,artist,0
main character,context,0
main character,event,0
main character,genre,0
main character,moment,0
main character,period,0
main character,person,0
main character,top,0
maison,artist,0
maison,context,1
maison,event,0
maison,genre,0
maison,moment,0
maison,mood,0
maison,period,0
maison,person,0
maison,top,0
marathon nervers,artist,0
marathon nervers,genre,0
marathon nervers,moment,0
marathon nervers,mood,0
marathon nervers,period,0
marathon nervers,person,0
marathon nervers,top,0
mariage jazz,artist,0
mariage jazz,genre,1
mariage jazz,moment,0
mariage jazz,mood,0
mariage jazz,period,0
mariage jazz,person,0
mariage jazz,top,0
marie et gui,artist,0
marie et gui,context,0
marie et gui,genre,0
marie et gui,moment,0
marie et gui,mood,0
marie et gui,period,0
marie et gui,person,1
marie et gui,top,0
mars 2017,artist,0
mars 2017,context,0
mars 2017,event,0
mars 2017,genre,0
mars 2017,moment,1
mars 2017,mood,0
mars 2017,period,0
mars 2017,person,0
mars 2017,top,0
maxime le forestier,artist,1
maxime le forestier,context,0
maxime le forestier,event,0
maxime le forestier,genre,0
maxime le forestier,moment,0
maxime le forestier,mood,0
maxime le forestier,period,0
maxime le forestier,person,0
maxime le forestier,top,0
meditation et zen,artist,0
meditation et zen,event,0
meditation et zen,genre,0
meditation et zen,moment,0
meditation et zen,mood,1
meditation et zen,period,0
meditation et zen,person,0
meditation et zen,top,0
melting pop,artist,0
melting pop,context,0
melting pop,event,0
melting pop,genre,1
melting pop,moment,0
melting pop,mood,0
melting pop,period,0
melting pop,person,0
melting pop,top,0
mes 50 merveilles,artist,0
mes 50 merveilles,context,0
mes 50 merveilles,event,0
mes 50 merveilles,genre,0
mes 50 merveilles,moment,0
mes 50 merveilles,mood,0
mes 50 merveilles,period,0
mes 50 merveilles,person,0
mes albums,artist,0
mes albums,context,0
mes albums,event,0
mes albums,genre,0
mes albums,moment,0
mes albums,mood,0
mes albums,period,0
mes albums,person,0
mes coup de coeur,artist,0
mes coup de coeur,context,0
mes coup de coeur,event,0
mes coup de coeur,genre,0
mes coup de coeur,moment,0
mes coup de coeur,mood,0
mes coup de coeur,period,0
mes coup de coeur,person,0
mes coup de coeur,top,1
mi temsi,artist,0
mi temsi,context,0
mi temsi,event,0
mi temsi,genre,0
mi temsi,moment,0
mi temsi,mood,0
mi temsi,period,0
mi temsi,person,0
mi temsi,top,0
mimi,artist,0
mimi,context,0
mimi,event,0
mimi,genre,0
mimi,moment,0
mimi,mood,0
mimi,period,0
mimi,top,0
mix stylé chill,artist,0
mix stylé chill,context,0
mix stylé chill,event,0
mix stylé chill,moment,0
mix stylé chill,mood,1
mix stylé chill,period,0
mix stylé chill,person,0
mix stylé chill,top,0
mon top du mois juin,artist,0
mon top du mois juin,context,0
mon top du mois juin,event,0
mon top du mois juin,genre,0
mon top du mois juin,mood,0
mon top du mois juin,period,0
mon top du mois juin,person,0
monday,artist,0
monday,context,1
monday,event,0
monday,genre,0
monday,moment,0
monday,period,0
monday,person,0
monday,top,0
montagne,artist,0
montagne,context,1
montagne,event,0
montagne,genre,0
montagne,moment,0
montagne,mood,0
montagne,period,0
montagne,person,0
montagne,top,0
mtbrd,context,0
mtbrd,event,0
mtbrd,genre,0
mtbrd,moment,0
mtbrd,mood,0
mtbrd,period,0
mtbrd,person,0
mtbrd,top,0
musique arabe,artist,0
musique arabe,context,0
musique arabe,event,0
musique arabe,genre,1
musique arabe,moment,0
musique arabe,mood,0
musique arabe,period,0
musique arabe,person,0
musique arabe,top,0
musique de boite,artist,0
musique de boite,event,0
musique de boite,genre,1
musique de boite,moment,0
musique de boite,mood,0
musique de boite,period,0
musique de boite,person,0
musique de boite,top,0
musique de film arman amar,artist,1
musique de film arman amar,context,0
musique de film arman amar,event,0
musique de film arman amar,genre,1
musique de film arman amar,moment,0
musique de film arman amar,mood,0
musique de film arman amar,period,0
musique de film arman amar,person,0
musique de film arman amar,top,0
musique de nuit,artist,0
musique de nuit,context,1
musique de nuit,event,0
musique de nuit,genre,0
musique de nuit,moment,0
musique de nuit,mood,0
musique de nuit,period,0
musique de nuit,person,0
musique de nuit,top,0
musique eur est,artist,0
musique eur est,context,0
musique eur est,event,0
musique eur est,genre,1
musique eur est,moment,0
musique eur est,mood,0
musique eur est,period,0
musique eur est,person,0
musique eur est,top,0
musique pour travailler,artist,0
musique pour travailler,context,1
musique pour travailler,event,0
musique pour travailler,genre,0
musique pour travailler,moment,0
musique pour travailler,mood,0
musique pour travailler,period,0
musique pour travailler,person,0
musique pour travailler,top,0
musique pourrie pour soirée,artist,0
musique pourrie pour soirée,context,1
musique pourrie pour soirée,event,0
musique pourrie pour soirée,genre,0
musique pourrie pour soirée,moment,0
musique pourrie pour soirée,mood,0
musique pourrie pour soirée,period,0
musique pourrie pour soirée,person,0
musique pourrie pour soirée,top,0
musiques trad,artist,0
musiques trad,context,0
musiques trad,event,0
musiques trad,genre,1
musiques trad,moment,0
musiques trad,mood,0
musiques trad,person,0
musiques trad,top,0
méléagan,artist,0
méléagan,context,0
méléagan,event,0
méléagan,genre,0
méléagan,moment,0
méléagan,mood,0
méléagan,period,0
méléagan,person,0
méléagan,top,0
nadiya,artist,1
nadiya,context,0
nadiya,event,0
nadiya,genre,0
nadiya,moment,0
nadiya,mood,0
nadiya,period,0
nadiya,person,0
nadiya,top,0
namour,artist,0
namour,context,0
namour,event,0
namour,genre,0
namour,moment,0
namour,period,0
namour,top,0
nana,context,0
nana,event,0
nana,genre,0
nana,moment,0
nana,mood,0
nana,period,0
nana,top,0
ne me ramène pas,artist,0
ne me ramène pas,context,0
ne me ramène pas,event,0
ne me ramène pas,genre,0
ne me ramène pas,moment,0
ne me ramène pas,period,0
ne me ramène pas,person,0
ne me ramène pas,top,0
new guiana 2017,artist,0
new guiana 2017,context,0
new guiana 2017,event,1
new guiana 2017,genre,0
new guiana 2017,mood,0
new guiana 2017,period,0
new guiana 2017,person,0
new guiana 2017,top,0
new2,artist,0
new2,context,0
new2,event,0
new2,genre,0
new2,mood,0
new2,period,0
new2,person,0
new2,top,0
news vendredi 10/06/20,artist,0
news vendredi 10/06/20,context,0
news vendredi 10/06/20,genre,0
news vendredi 10/06/20,moment,0
news vendredi 10/06/20,mood,0
news vendredi 10/06/20,period,0
news vendredi 10/06/20,person,0
news vendredi 10/06/20,top,0
no man,context,0
no man,event,0
no man,genre,0
no man,moment,0
no man,mood,0
no man,period,0
no man,person,0
no man,top,0
non conventionnelle,artist,0
non conventionnelle,context,0
non conventionnelle,event,0
non conventionnelle,moment,0
non conventionnelle,mood,0
non conventionnelle,period,0
non conventionnelle,person,0
non conventionnelle,top,0
nouvelle douche,artist,0
nouvelle douche,context,1
nouvelle douche,event,0
nouvelle douche,genre,0
nouvelle douche,moment,0
nouvelle douche,mood,0
nouvelle douche,period,0
nouvelle douche,person,0
nouvelle douche,top,0
nunu,context,0
nunu,event,0
nunu,genre,0
nunu,moment,0
nunu,mood,0
nunu,period,0
nunu,top,0
obx,context,0
obx,event,0
obx,genre,0
obx,moment,0
obx,mood,0
obx,period,0
obx,person,0
obx,top,0
oby one,context,0
oby one,event,0
oby one,genre,0
oby one,moment,0
oby one,mood,0
oby one,period,0
oby one,person,0
oby one,top,0
ogres de barback,artist,1
ogres de barback,context,0
ogres de barback,event,0
ogres de barback,genre,0
ogres de barback,moment,0
ogres de barback,mood,0
ogres de barback,period,0
ogres de barback,person,0
ogres de barback,top,0
old dance,artist,0
old dance,context,0
old dance,event,0
old dance,moment,0
old dance,mood,0
old dance,period,1
old dance,person,0
old dance,top,0
olé schooner,artist,0
olé schooner,context,0
olé schooner,event,0
olé schooner,genre,0
olé schooner,moment,0
olé schooner,mood,0
olé schooner,period,0
olé schooner,person,0
olé schooner,top,0
ordre,artist,0
ordre,context,0
ordre,event,0
ordre,genre,0
ordre,moment,0
ordre,mood,0
ordre,period,0
ordre,person,0
ordre,top,0
original dansant,artist,0
original dansant,event,0
original dansant,genre,0
original dansant,moment,0
original dansant,period,0
original dansant,person,0
original dansant,top,0
otis redding best of,artist,1
otis redding best of,context,0
otis redding best of,event,0
otis redding best of,genre,0
otis redding best of,moment,0
otis redding best of,mood,0
otis redding best of,period,0
otis redding best of,person,0
ou est ma playlist,artist,0
ou est ma playlist,context,0
ou est ma playlist,event,0
ou est ma playlist,genre,0
ou est ma playlist,moment,0
ou est ma playlist,mood,0
ou est ma playlist,period,0
ou est ma playlist,person,0
ou est ma playlist,top,0
parade,artist,0
parade,event,0
parade,genre,0
parade,moment,0
parade,mood,0
parade,period,0
parade,person,0
parade,top,0
patate intergalactique,artist,0
patate intergalactique,context,0
patate intergalactique,event,0
patate intergalactique,genre,0
patate intergalactique,moment,0
patate intergalactique,mood,1
patate intergalactique,period,0
patate intergalactique,person,0
patate intergalactique,top,0
picnic woot,artist,0
picnic woot,genre,0
picnic woot,moment,0
picnic woot,mood,0
picnic woot,period,0
picnic woot,person,0
picnic woot,top,0
pignato 32,artist,0
pignato 32,context,0
pignato 32,event,0
pignato 32,genre,0
pignato 32,moment,0
pignato 32,mood,0
pignato 32,period,0
pignato 32,person,0
pignato 32,top,0
pil nov 19,artist,0
pil nov 19,context,0
pil nov 19,event,0
pil nov 19,genre,0
pil nov 19,moment,1
pil nov 19,mood,0
pil nov 19,period,0
pil nov 19,person,0
pil nov 19,top,0
plann,artist,0
plann,context,0
plann,event,0
plann,genre,0
plann,moment,0
plann,period,0
plann,person,0
plann,top,0
play liste jess,artist,0
play liste jess,context,0
play liste jess,event,0
play liste jess,genre,0
